gene_id	arf19_T06_A	arf19_T06_B	arf19_T09_A	arf19_T09_B	arf19_T12_A	arf19_T12_B	arf19_T15_A	arf19_T15_B	arf19_T18_A	arf19_T18_B	arf19_T21_A	arf19_T21_B
AT3G23030	825.7224257204626	777.8880519772019	684.4387912956283	744.7201903476717	423.3258555078338	659.6225306427731	548.832966487007	516.8099083541239	473.20046178742155	457.99066512415266	434.077303086176	509.17893675851417
AT3G25710	191.00763008763573	147.2273996680015	184.27198227189993	162.15206044783037	218.49076413307552	254.05415333341145	305.66192440489243	299.61608911047267	348.6740244749422	366.7890608137153	341.29246849525947	343.29258632135117
AT3G26810	1169.773436437322	1212.9779793542812	1091.0071331336296	1272.4514416233378	1130.6897043886656	1088.1476085545514	1112.6094048338086	1128.2940456093265	1012.1508824758323	1069.6362070756725	974.5651857031934	1029.8777589640536
AT3G28860	1350.1036213647794	2215.003266646948	1360.1027262925948	1153.3433826762043	767.4488090174277	425.4641844981228	651.3995233428708	653.8090866462732	410.43913738193197	511.5220415672354	685.180316979076	493.0510971326789
AT3G44750	503.02630532395995	493.6878973941941	482.61709642640454	366.16883468400965	401.47677909452625	318.3329150201782	487.70058160602844	490.0783613702899	403.4656568924331	573.9753140841653	659.8753620906442	336.3806550531361
AT3G50630	395.06547092660065	363.3074141061132	277.8704494576269	357.91382069757464	282.6724260971664	304.5588946587282	285.9637114987994	307.41279031409096	278.9392195799538	245.84780292378755	267.9729838185212	270.7173080050924
AT3G50870	14.236593546904528	19.044340255562382	16.08723654754682	4.1275069932175	10.924538206653775	3.0608934136555597	10.188730813496415	6.682886745958498	0.9962114984998349	2.973965357949043	8.434984962810596	1.1519885447025207
AT3G54220	563.5318278983042	495.152846644622	470.9172880281887	489.4044006243607	431.51925916282414	400.97703718887834	354.5678323096752	327.46145055196644	262.9998356039564	230.97797613404234	241.37033893581088	209.66191513585878
AT3G54610	183.8893333141835	186.0485548043402	203.2841709190007	178.66208842070034	176.15817858229212	218.85387907637252	241.13329591941516	262.86021200770097	264.99225860095606	266.66556042943085	260.1868438528499	264.95736528157977
AT3G58190	43.89616343628896	24.17166263205995	42.41180544353252	34.788987514261784	71.00949834324953	62.748314979938975	40.0756745330859	50.12165059468874	45.825728930992405	49.56608929915072	46.71683979402791	43.77556469869579
AT3G58780	22.541273115932167	12.452068628636944	23.399616796431737	18.868603397565714	5.4622691033268875	7.652233534138899	9.509482092596654	10.024330118937748	6.9734804894988445	3.9652871439320574	7.786139965671318	6.911931268215125
AT3G61198	27.286804298233676	21.241764131204196	13.162284447992851	21.22717882226143	21.84907641330755	10.713126947794459	11.547228255295938	13.365773491916997	11.954537981998019	17.84379214769426	26.602644882710337	20.735793804645375
AT3G61830	29.659569889384432	23.43918800684601	49.724185692417436	46.58186463774035	54.62269103326888	53.56563473897229	84.22684139157036	113.60907468129447	100.61736134848333	122.92390146189378	144.69243436205866	137.08663681959996
AT3G62980	866.0594407700254	853.3329383742375	780.9622105809092	727.6205185186278	778.3733472240815	630.5440432130453	687.3997055505581	660.4919733922316	625.6208210578964	610.6542201655368	646.8984621478587	594.4260890665007
AT3G63440	11.863827955753774	13.184543253850881	13.162284447992851	14.741096404348214	19.117941861644105	30.608934136555597	23.094456510591876	27.845361441493743	33.87119094899439	31.72229715145646	33.091094854103105	29.95170216226554
AT4G01630	366.59228383279157	874.5747025054418	355.381680095807	396.24067134887997	135.19116030734045	30.608934136555597	65.88712592727681	62.373609628945985	15.939383975997359	27.757010007524404	50.60990977686357	18.43181671524033
AT4G03190	415.23397845138203	1031.3242723012245	444.592719132203	296.00121579931215	207.56622592642174	58.15697485945563	170.49142894584003	182.66557105619896	32.87497945049455	91.20160431043732	136.90629439638735	64.51135850334116
AT4G03270	11.863827955753774	11.719594003423005	17.5497125973238	9.434301698782857	10.924538206653775	6.121786827311119	6.79248720899761	4.455257830638999	6.9734804894988445	7.930574287864115	6.4884499713927655	3.4559656341075624
AT4G04890	2.3727655911507544	0	0	1.1792877123478571	1.3655672758317219	0	0	0	0	0	2.5953799885571063	1.1519885447025207
AT4G11140	4.745531182301509	10.987119378209067	11.699808398215868	4.7171508493914285	13.65567275831722	4.5913401204833395	12.905725697095459	13.365773491916997	14.943172477497523	9.913217859830144	24.65610989129251	13.82386253643025
AT4G13260	13.05021075132915	9.522170127781191	10.237332348438885	8.844657842608928	13.65567275831722	12.243573654622239	10.867979534396177	11.138144576597497	17.931806972997027	16.852470361711244	13.625744939924807	13.82386253643025
AT4G14550	344.0510107168594	476.84098101427355	333.44453934915225	386.8063696500971	284.03799337299813	287.72398088362263	304.30342696309293	237.2424794815267	219.16652966996367	228.0040107760933	240.72149393867159	209.66191513585878
