gene_id	lbd16_T06_A	lbd16_T06_B	lbd16_T09_A	lbd16_T09_B	lbd16_T12_A	lbd16_T12_B	lbd16_T15_A	lbd16_T15_B	lbd16_T18_A	lbd16_T18_B	lbd16_T21_A	lbd16_T21_B
AT1G03840	250.85145398810056	291.426517342547	287.75624719084556	398.4240013858009	332.08363224148104	369.2668663521882	399.6023153945805	365.9988673388338	389.5796137582347	386.5574341235857	392.8578929310038	378.2434216137763
AT1G04240	117.74660085155742	140.45556377076363	131.20492099893477	137.87942768721035	138.27744686776424	155.19911774222402	172.09150808963687	209.35533036637096	135.13542852238766	180.23036485508956	194.3168072561954	204.7516042620029
AT1G04550	218.85509506104694	187.77481787535245	208.7351015892144	238.6740437895848	240.62453352579448	236.23905114456758	293.13892479675434	306.32513896837173	294.619582904665	301.7431447800142	314.00469578356217	302.43843835646993
AT1G04610	162.5415033494325	155.47754920079183	77.53018059027963	44.69195242275094	10.88798794234364	10.703387430498207	14.58402610929126	2.4864053487692512	15.826671808928285	2.4465660387568717	0	3.125978691022945
AT1G08925	1.2798543570821457	3.004397086005639	0	1.9017852094787633	0	2.2935830208210444	0	0	0	0	0	0
AT1G09605	23.037378427478625	23.284077416543703	44.72895034054594	47.544630236969084	79.48231197910857	51.22335413166999	72.92013054645629	67.63022548652363	161.9190269682663	92.96950947276112	99.97458924050633	119.56868493162764
AT1G09745	11.518689213739313	13.519786887025376	14.909650113515314	17.11606688530887	17.420780707749827	17.584136492961342	8.750415665574756	17.40483744138476	15.826671808928285	13.048352206703315	15.48902086824746	15.629893455114725
AT1G09925	16.638106642067896	14.270886158526785	17.891580136218376	30.428563351660213	29.39756744432783	30.58110694428059	27.709649607653393	33.815112743261814	15.826671808928285	32.62088051675829	30.97804173649492	26.570818873695032
AT1G12820	383.95630712464373	398.8337131672486	371.2502878265313	441.2141685990731	415.9211393975271	400.61250097007576	440.43758850059606	380.42001836169544	533.2370963315838	431.4111448341284	456.2220692101979	434.51103805218935
AT1G14510	581.0538781152942	514.5030009784657	557.6209142454727	556.2721737725383	521.5346224382604	523.7014564208051	554.1929921530678	550.9874252872661	620.8925094271866	565.9722769657564	551.9723800320913	584.5580152212907
AT1G15580	0	1.5021985430028195	2.9819300227030627	0	0	1.5290553472140296	0	1.4918432092615508	2.434872585988967	4.077610064594786	0	1.5629893455114725
AT1G16060	153.5825228498575	111.91379145371006	172.95194131677763	193.98209136683386	244.97972870273193	292.04957131787967	319.3901717934786	371.46895910612614	278.7929110957367	321.31567309006914	394.2659857372081	413.41068188778445
AT1G17950	40.95533942662866	15.021985430028197	47.710880363249004	55.15177107488414	92.54789750992094	120.03084475630132	126.88102715083396	197.9178657620324	154.6144092102994	198.1718491393066	211.2139209306472	257.89324200939296
AT1G19220	240.6126191314434	268.8935391975047	214.6989616346205	194.93298397157324	145.8990384274048	174.3123095823994	145.84026109291258	166.58915836753982	84.00310421661936	161.47335855795353	178.82778638794795	146.92099847807842
AT1G19850	166.38106642067896	181.76602370334118	251.9730869184088	341.370445101438	285.2652840894034	438.8388846504265	398.1439127836514	586.7916623095433	476.0175905608431	808.1823148026866	767.4105793813515	601.7508980219169
AT1G23080	1153.1487757310133	1089.8450429485456	1055.6032280368843	1091.6247102408101	1023.4708665803023	991.5923926682982	1102.5523738624192	1133.3035579690247	1286.830161695169	1201.263925029624	1209.5517205295062	1165.2085570788026
AT1G26870	5.119417428328583	10.515389801019737	2.9819300227030627	2.852677814218145	0	1.5290553472140296	0	0	6.087181464972417	0	0	0
AT1G28130	323.8031523417829	316.21279330209353	351.8677426789614	345.1740155203955	548.7545922941196	476.30074065717025	560.0266025967844	578.8351651934817	490.62682607677687	571.680931056189	704.0464031021573	504.06406392744987
AT1G30330	395.47499633838305	489.7167250189192	421.9430982124834	361.339189800965	403.9443526609491	372.3249770466162	514.8161216579815	486.34088621926554	530.8022237455948	588.8068933274872	628.0093915671243	540.0128188742137
AT1G30490	232.93349298895052	219.32098727841165	223.6447517027297	203.49101741422768	287.44288167787215	224.77113604046235	294.59732740768345	269.52633980658686	276.35803850974776	330.28641523217766	284.4347468532715	271.17865144624045
AT1G31320	57.59344606869656	60.08794172011279	95.42176072649801	85.58033442654435	138.27744686776424	104.74029128416103	228.96920991587277	218.80367069169412	392.0144863442237	307.45179887044685	237.96768424852917	362.6135281586616
AT1G32240	49.91431992620369	60.8390409916142	37.27412528378829	39.93748939905403	42.4631529751402	32.110162291494625	45.2104809388029	46.744420556861925	31.65334361785657	61.164150968921795	47.8751554109467	51.578648401878596
AT1G47870	176.6199012773361	178.76162661733554	162.51518623731693	208.24548043792458	221.02615522957592	227.8292467348904	231.88601513773102	253.61334557446364	203.31186093007875	255.25839004363363	261.9052619540025	259.45623135490445
AT1G51190	21.757524070396478	21.781878873540883	11.927720090812251	8.558033442654436	4.355195176937457	3.058110694428059	1.458402610929126	0	1.2174362929944835	3.262088051675829	2.816185612408629	4.688968036534417
AT1G51950	286.68737598640064	293.6798151570512	298.1930022703063	329.00884123982604	287.44288167787215	331.80501034544443	281.4717039093213	274.9964315738792	170.44108101922768	282.1706164699592	242.19196266714212	275.08612481001916
AT1G52150	839.5844582458876	815.693808850531	778.2837359254994	898.5935114787156	830.7534800008198	801.9895296137586	826.9142803968144	840.9022889537607	707.3304862297949	729.8922015624668	787.1238786682119	593.1544566216038
AT1G53700	40.95533942662866	69.1011329781297	44.72895034054594	26.624992932702686	13.065585530812369	6.880749062463133	1.458402610929126	2.4864053487692512	7.304617757966901	0	1.4080928062043145	1.5629893455114725
AT1G54990	566.9754801873905	553.560163096539	593.4040745179095	542.0087847014476	528.0674152036665	587.1572533301874	590.653057426296	597.731845844128	741.4187024336404	596.1465914437578	540.7076375824568	618.1622861497874
AT1G59750	613.0502370423478	536.2848798520066	651.5517099606192	699.8569570881849	750.1823692274769	785.1699207944042	767.1197733487203	816.0382354660683	803.5079533763591	735.6008556528994	806.8371779550722	700.2192267891397
AT1G63650	38.395630712464374	45.065956290084586	32.80123024973369	19.017852094787635	13.065585530812369	6.880749062463133	5.833610443716504	4.9728106975385025	2.434872585988967	3.262088051675829	2.816185612408629	5.470462709290154
AT1G64000	19.197815356232187	18.777481787535244	59.638600454061255	68.46426754123549	113.23507460037386	191.89644607536073	210.00997597379413	314.7789171541872	208.1816061020567	312.3449309479606	301.33186052772334	422.00712328809755
AT1G65380	61.433009139942996	52.57694900509868	79.02114560163116	81.77676400758682	100.1694890695615	93.27237618005582	110.83859843061357	102.43990036929316	96.1774671465642	110.09547174405922	104.19886765911927	128.94662100469648
AT1G67105	17.91796099915004	4.506595629008459	8.945790068109188	5.70535562843629	8.710390353874914	10.703387430498207	14.58402610929126	7.956497116061604	14.609235515933802	9.786264155027487	5.632371224817258	13.285409436847516
AT1G68880	272.60897805849703	222.3253843644173	506.92810385952066	532.4998586540537	726.2287957543209	584.0991426357593	1157.971673077726	1047.2739329016085	1215.0014204084946	1563.355698765641	1315.1586809948299	1418.4128310516612
AT1G70210	281.56795855807206	208.05449820589052	375.7231828605859	397.4731087810615	595.5729404461972	504.58826458062975	697.1164480241222	663.87022812139	620.8925094271866	562.7101889140805	588.5827929934035	488.43417047233515
AT1G70940	941.9728068124593	964.4114646078102	994.4736625714714	892.8881558502794	884.1046209183037	957.9531750295896	896.9176057214124	889.1385527198843	1263.698872128274	952.5297110893421	916.6684168390088	829.9473424665919
AT1G73590	383.95630712464373	384.5628270087218	436.8527483259987	397.4731087810615	531.3338115863697	463.303770205851	602.320278313729	520.1559989625274	687.8515055418832	587.1758493016492	609.7041850864682	510.3160213094958
AT1G74500	232.93349298895052	313.9594954875893	178.91580136218377	86.53122703128373	32.663963827030926	22.17130253460343	23.334441774866015	1.989124279015401	124.17850188543731	5.7086540904327006	12.672835255838832	7.033452054801626
AT1G75820	497.8633449049547	528.0227878654911	560.6028442681758	554.3703885630595	528.0674152036665	555.0470910386928	542.5257712656348	518.6641557532658	616.0227642552087	559.4481008624047	618.1527419236941	513.4420000005188
AT1G76420	0	1.5021985430028195	0	0.9508926047393816	0	0	0	1.4918432092615508	0	0.8155220129189572	0	1.5629893455114725
AT1G76540	184.299027419829	151.72205284328479	295.2110722476032	301.432955702384	565.086574207635	509.9399582958789	663.5731879727523	657.40557421459	764.5499920005357	696.4557990327895	678.7007325904797	658.0185144603299
AT1G77690	1389.9218317912103	1542.7579036638958	1109.2779684455393	836.7854921706559	672.877654836837	588.6863086774014	665.0315905836815	756.86178816536	1014.1244320644048	901.9673462883667	881.4660966839009	761.1758112640871
AT1G77850	144.62354235028246	119.42478416872416	105.85851580595873	147.38835373460415	106.70228183496768	138.3795089228697	141.46505326012522	130.7849213452626	148.527227745327	106.83338369238339	139.40118781422714	132.85409436847516
